district,y,m,rainfall
Doolow,2019,3,3.17
Eyl,2019,3,2.79
Gaalkacyo,2019,3,2.51
Galdogob,2019,3,2.91
Garbahaarey,2019,3,8.68
Garoowe,2019,3,2.66
Gebiley,2019,3,4.01
Hargeysa,2019,3,3.95
Hobyo,2019,3,8.01
Iskushuban,2019,3,1.57
Jalalaqsi,2019,3,4.42
Jamaame,2019,3,2.76
Jariiban,2019,3,4.45
Jilib,2019,3,3.49
Jowhar,2019,3,6.48
Kismaayo,2019,3,5.01
Kurtunwaarey,2019,3,5.32
Laas Caanood,2019,3,2.31
Laasqoray,2019,3,5.45
Lughaye,2019,3,3.37
Luuq,2019,3,4.27
Marka,2019,3,3.7
Owdweyne,2019,3,5.53
Qandala,2019,3,2.44
Qansax Dheere,2019,3,9.02
Qardho,2019,3,3.43
Qoryooley,2019,3,6.8
Rab Dhuure,2019,3,5.01
Saakow,2019,3,10.8
Sablaale,2019,3,6.86
Sheikh,2019,3,2.82
Taleex,2019,3,3.66
Tayeeglow,2019,3,3.98
Waajid,2019,3,4.67
Wanla Weyn,2019,3,5.96
Xarardheere,2019,3,19.73
Xudun,2019,3,1.51
Xudur,2019,3,3
Zeylac,2019,3,4.57
Adan Yabaal,2019,4,26.37
Afgooye,2019,4,30.46
Afmadow,2019,4,81.14
Baardheere,2019,4,77.26
Badhaadhe,2019,4,64.83
Baki,2019,4,14.49
Balcad,2019,4,22.4
Banadir,2019,4,17.39
Bandarbeyla,2019,4,5.14
Baraawe,2019,4,16.89
Baydhaba,2019,4,55.43
Belet Weyne,2019,4,17.7
Belet Xaawo,2019,4,67.81
Berbera,2019,4,18.83
Borama,2019,4,27.68
Bossaso,2019,4,7.82
Bu'aale,2019,4,70.29
Bulo Burto,2019,4,26.81
Burco,2019,4,16.57
Burtinle,2019,4,5.3
Buuhoodle,2019,4,16.06
Buur Hakaba,2019,4,45.51
Cabudwaaq,2019,4,11.96
Cadaado,2019,4,12.76
Cadale,2019,4,17.11
Caluula,2019,4,3.25
Caynabo,2019,4,19.67
Ceel Afweyn,2019,4,20.04
Ceel Barde,2019,4,31.45
Ceel Buur,2019,4,16.27
Ceel Dheer,2019,4,22.33
Ceel Waaq,2019,4,74.28
Ceerigaabo,2019,4,10.98
Dhuusamarreeb,2019,4,12
Diinsoor,2019,4,58.86
Doolow,2019,4,59.04
Eyl,2019,4,6.91
Gaalkacyo,2019,4,10.1
Galdogob,2019,4,13.75
Garbahaarey,2019,4,64.72
Garoowe,2019,4,4.02
Gebiley,2019,4,29.17
Hargeysa,2019,4,19.27
Hobyo,2019,4,12.39
Iskushuban,2019,4,4.8
Jalalaqsi,2019,4,26.15
Jamaame,2019,4,31.27
Jariiban,2019,4,9.75
Jilib,2019,4,32.48
Jowhar,2019,4,23.19
Kismaayo,2019,4,45.42
Kurtunwaarey,2019,4,34.21
Laas Caanood,2019,4,6.64
Laasqoray,2019,4,6.83
Lughaye,2019,4,4.46
Luuq,2019,4,64.66
Marka,2019,4,18.22
Owdweyne,2019,4,10.31
Qandala,2019,4,10.72
Qansax Dheere,2019,4,64.28
Qardho,2019,4,5.49
Qoryooley,2019,4,30.11
Rab Dhuure,2019,4,58.81
Saakow,2019,4,77.8
Sablaale,2019,4,50.11
Sheikh,2019,4,24.73
Taleex,2019,4,5.75
Tayeeglow,2019,4,29.07
Waajid,2019,4,61.59
Wanla Weyn,2019,4,29.79
Xarardheere,2019,4,15.98
Xudun,2019,4,11.9
Xudur,2019,4,35.75
Zeylac,2019,4,5.56
Adan Yabaal,2019,5,62.8
Afgooye,2019,5,54.95
Afmadow,2019,5,144
Baardheere,2019,5,64.62
Badhaadhe,2019,5,160
Baki,2019,5,56.93
Balcad,2019,5,52.05
Banadir,2019,5,44.57
Bandarbeyla,2019,5,29.96
Baraawe,2019,5,96.26
Baydhaba,2019,5,129
Belet Weyne,2019,5,106
Belet Xaawo,2019,5,72.88
Berbera,2019,5,69.47
Borama,2019,5,91.32
Bossaso,2019,5,18.8
Bu'aale,2019,5,193
Bulo Burto,2019,5,106
Burco,2019,5,105
Burtinle,2019,5,106
Buuhoodle,2019,5,99.59
Buur Hakaba,2019,5,144
Cabudwaaq,2019,5,110
Cadaado,2019,5,78.37
Cadale,2019,5,60.7
Caluula,2019,5,9.46
Caynabo,2019,5,96.72
Ceel Afweyn,2019,5,77.44
Ceel Barde,2019,5,104
Ceel Buur,2019,5,93.48
Ceel Dheer,2019,5,68.81
Ceel Waaq,2019,5,50.7
Ceerigaabo,2019,5,51.36
Dhuusamarreeb,2019,5,89.92
Diinsoor,2019,5,166
Doolow,2019,5,59.67
Eyl,2019,5,70.74
Gaalkacyo,2019,5,83.83
Galdogob,2019,5,102
Garbahaarey,2019,5,72.3
Garoowe,2019,5,68.59
Gebiley,2019,5,99.14
Hargeysa,2019,5,83.44
Hobyo,2019,5,61.27
Iskushuban,2019,5,13.36
Jalalaqsi,2019,5,78.16
Jamaame,2019,5,146
Jariiban,2019,5,59.31
Jilib,2019,5,224
Jowhar,2019,5,63.25
Kismaayo,2019,5,156
Kurtunwaarey,2019,5,123
Laas Caanood,2019,5,85.13
Laasqoray,2019,5,36.6
Lughaye,2019,5,19.88
Luuq,2019,5,73.86
Marka,2019,5,30.89
Owdweyne,2019,5,113
Qandala,2019,5,15.78
Qansax Dheere,2019,5,66.69
Qardho,2019,5,45.57
Qoryooley,2019,5,79.93
Rab Dhuure,2019,5,87.6
Saakow,2019,5,126
Sablaale,2019,5,213
Sheikh,2019,5,111
Taleex,2019,5,36.93
Tayeeglow,2019,5,132
Waajid,2019,5,108
Wanla Weyn,2019,5,74.05
Xarardheere,2019,5,105
Xudun,2019,5,67.74
Xudur,2019,5,111
Zeylac,2019,5,28.6
Adan Yabaal,2019,6,8.24
Afgooye,2019,6,11.21
Afmadow,2019,6,16.75
Baardheere,2019,6,6.05
Badhaadhe,2019,6,26.14
Baki,2019,6,13.95
Balcad,2019,6,9.64
Banadir,2019,6,11.7
Bandarbeyla,2019,6,9.93
Baraawe,2019,6,25.16
Baydhaba,2019,6,8.8
Belet Weyne,2019,6,2.85
Belet Xaawo,2019,6,2.52
Berbera,2019,6,11.6
Borama,2019,6,27.79
Bossaso,2019,6,17.36
Bu'aale,2019,6,22.63
Bulo Burto,2019,6,5.84
Burco,2019,6,46.05
Burtinle,2019,6,3.81
Buuhoodle,2019,6,22.7
Buur Hakaba,2019,6,18.17
Cabudwaaq,2019,6,2.97
Cadaado,2019,6,2.7
Cadale,2019,6,10.54
Caluula,2019,6,3.4
Caynabo,2019,6,46.04
Ceel Afweyn,2019,6,51.61
Ceel Barde,2019,6,2.11
Ceel Buur,2019,6,1.82
Ceel Dheer,2019,6,7.36
Ceel Waaq,2019,6,4.72
Ceerigaabo,2019,6,41.62
Dhuusamarreeb,2019,6,1.2
Diinsoor,2019,6,12.1
Doolow,2019,6,1.19
Eyl,2019,6,15.86
Gaalkacyo,2019,6,4.1
Galdogob,2019,6,6.94
Garbahaarey,2019,6,2.8
Garoowe,2019,6,10.24
Gebiley,2019,6,34.31
Hargeysa,2019,6,46.31
Hobyo,2019,6,4.8
Iskushuban,2019,6,6.81
Jalalaqsi,2019,6,7.07
Jamaame,2019,6,36.81
Jariiban,2019,6,4.77
Jilib,2019,6,33.88
Jowhar,2019,6,6.26
Kismaayo,2019,6,29.42
Kurtunwaarey,2019,6,19.17
Laas Caanood,2019,6,9.18
Laasqoray,2019,6,21.85
Lughaye,2019,6,5.39
Luuq,2019,6,2.55
Marka,2019,6,15.08
Owdweyne,2019,6,67.3
Qandala,2019,6,13.14
Qansax Dheere,2019,6,5.03
Qardho,2019,6,15.43
Qoryooley,2019,6,14.88
Rab Dhuure,2019,6,1.77
Saakow,2019,6,11.55
Sablaale,2019,6,24.97
Sheikh,2019,6,38.03
Taleex,2019,6,14.71
Tayeeglow,2019,6,5.59
Waajid,2019,6,4.94
Wanla Weyn,2019,6,10.57
Xarardheere,2019,6,4.22
Xudun,2019,6,29.43
Xudur,2019,6,1.32
Zeylac,2019,6,7
Adan Yabaal,2019,7,28.34
Afgooye,2019,7,7.86
Afmadow,2019,7,26.54
Baardheere,2019,7,18.05
Badhaadhe,2019,7,52.11
Baki,2019,7,12.18
Balcad,2019,7,9.96
Banadir,2019,7,14.82
Bandarbeyla,2019,7,0.16
Baraawe,2019,7,28.88
Baydhaba,2019,7,19.79
Belet Weyne,2019,7,6.29
Belet Xaawo,2019,7,9.35
Berbera,2019,7,2.15
Borama,2019,7,34.38
Bossaso,2019,7,0.75
Bu'aale,2019,7,35.61
Bulo Burto,2019,7,11.84
Burco,2019,7,5.56
Burtinle,2019,7,0.11
Buuhoodle,2019,7,2.72
Buur Hakaba,2019,7,19.97
Cabudwaaq,2019,7,2.6
Cadaado,2019,7,1.5
Cadale,2019,7,19.56
Caluula,2019,7,0.19
Caynabo,2019,7,4.16
Ceel Afweyn,2019,7,3.07
Ceel Barde,2019,7,11.45
Ceel Buur,2019,7,5.78
Ceel Dheer,2019,7,24.86
Ceel Waaq,2019,7,13.93
Ceerigaabo,2019,7,2.12
Dhuusamarreeb,2019,7,3.7
Diinsoor,2019,7,29.04
Doolow,2019,7,0.48
Eyl,2019,7,0.05
Gaalkacyo,2019,7,0.54
Galdogob,2019,7,0.36
Garbahaarey,2019,7,10.61
Garoowe,2019,7,0.09
Gebiley,2019,7,38.38
Hargeysa,2019,7,24.89
Hobyo,2019,7,2.84
Iskushuban,2019,7,0.33
Jalalaqsi,2019,7,9.62
Jamaame,2019,7,33.7
Jariiban,2019,7,0.63
Jilib,2019,7,42.6
Jowhar,2019,7,7.66
Kismaayo,2019,7,48.37
Kurtunwaarey,2019,7,21.41
Laas Caanood,2019,7,0.21
Laasqoray,2019,7,1.27
Lughaye,2019,7,2.28
Luuq,2019,7,3.58
Marka,2019,7,12.62
Owdweyne,2019,7,13.47
Qandala,2019,7,0.95
Qansax Dheere,2019,7,17.51
Qardho,2019,7,0.54
Qoryooley,2019,7,11.87
Rab Dhuure,2019,7,1.89
Saakow,2019,7,25.72
Sablaale,2019,7,34.36
Sheikh,2019,7,7.87
Taleex,2019,7,0.69
Tayeeglow,2019,7,26.57
Waajid,2019,7,13.8
Wanla Weyn,2019,7,6.87
Xarardheere,2019,7,17.13
Xudun,2019,7,1.29
Xudur,2019,7,10.56
Zeylac,2019,7,7.95
Adan Yabaal,2019,8,13.94
Afgooye,2019,8,7.3
Afmadow,2019,8,16.58
Baardheere,2019,8,7.49
Badhaadhe,2019,8,28.5
Baki,2019,8,39.26
Balcad,2019,8,11.84
Banadir,2019,8,17.66
Bandarbeyla,2019,8,2.69
Baraawe,2019,8,27.48
Baydhaba,2019,8,11.49
Belet Weyne,2019,8,4.8
Belet Xaawo,2019,8,5.5
Berbera,2019,8,5.99
Borama,2019,8,112
Bossaso,2019,8,7.63
Bu'aale,2019,8,12.41
Bulo Burto,2019,8,6.38
Burco,2019,8,7.82
Burtinle,2019,8,0.85
Buuhoodle,2019,8,0.49
Buur Hakaba,2019,8,12.56
Cabudwaaq,2019,8,2.61
Cadaado,2019,8,1.75
Cadale,2019,8,17.86
Caluula,2019,8,1.62
Caynabo,2019,8,1.52
Ceel Afweyn,2019,8,3.14
Ceel Barde,2019,8,8.71
Ceel Buur,2019,8,1.89
Ceel Dheer,2019,8,12.28
Ceel Waaq,2019,8,8.12
Ceerigaabo,2019,8,12.75
Dhuusamarreeb,2019,8,1.45
Diinsoor,2019,8,10.29
Doolow,2019,8,0.23
Eyl,2019,8,0.47
Gaalkacyo,2019,8,0.57
Galdogob,2019,8,0.35
Garbahaarey,2019,8,6.72
Garoowe,2019,8,0.9
Gebiley,2019,8,104
Hargeysa,2019,8,54.49
Hobyo,2019,8,1.63
Iskushuban,2019,8,4.48
Jalalaqsi,2019,8,3.92
Jamaame,2019,8,31.32
Jariiban,2019,8,0.11
Jilib,2019,8,28.7
Jowhar,2019,8,4.27
Kismaayo,2019,8,31.84
Kurtunwaarey,2019,8,24.47
Laas Caanood,2019,8,0.48
Laasqoray,2019,8,10.96
Lughaye,2019,8,1.88
Luuq,2019,8,2.79
Marka,2019,8,20.95
Owdweyne,2019,8,31.9
Qandala,2019,8,7.48
Qansax Dheere,2019,8,11.63
Qardho,2019,8,2.9
Qoryooley,2019,8,16.5
Rab Dhuure,2019,8,2
Saakow,2019,8,6.97
Sablaale,2019,8,17.04
Sheikh,2019,8,51.25
Taleex,2019,8,1.5
Tayeeglow,2019,8,12.18
Waajid,2019,8,5.98
Wanla Weyn,2019,8,4.19
Xarardheere,2019,8,10.53
Xudun,2019,8,0.7
Xudur,2019,8,7.57
Zeylac,2019,8,10.55
Adan Yabaal,2019,9,2.12
Afgooye,2019,9,3.42
Afmadow,2019,9,15.76
Baardheere,2019,9,11.8
Badhaadhe,2019,9,29.11
Baki,2019,9,41.09
Balcad,2019,9,2.82
Banadir,2019,9,4.8
Bandarbeyla,2019,9,3.96
Baraawe,2019,9,7.67
Baydhaba,2019,9,7.22
Belet Weyne,2019,9,2.49
Belet Xaawo,2019,9,2.93
Berbera,2019,9,33.91
Borama,2019,9,87.56
Bossaso,2019,9,24.43
Bu'aale,2019,9,13.61
Bulo Burto,2019,9,2.68
Burco,2019,9,50.88
Burtinle,2019,9,3.96
Buuhoodle,2019,9,34.87
Buur Hakaba,2019,9,8.05
Cabudwaaq,2019,9,4.05
Cadaado,2019,9,2.34
Cadale,2019,9,2.1
Caluula,2019,9,8.67
Caynabo,2019,9,43.13
Ceel Afweyn,2019,9,55.55
Ceel Barde,2019,9,4.87
Ceel Buur,2019,9,1.6
Ceel Dheer,2019,9,1.51
Ceel Waaq,2019,9,7.16
Ceerigaabo,2019,9,82.19
Dhuusamarreeb,2019,9,1.95
Diinsoor,2019,9,9.88
Doolow,2019,9,2.47
Eyl,2019,9,2.7
Gaalkacyo,2019,9,1.73
Galdogob,2019,9,2.51
Garbahaarey,2019,9,3.48
Garoowe,2019,9,5.1
Gebiley,2019,9,78.97
Hargeysa,2019,9,68.21
Hobyo,2019,9,2.12
Iskushuban,2019,9,6.93
Jalalaqsi,2019,9,2.78
Jamaame,2019,9,13.72
Jariiban,2019,9,1.89
Jilib,2019,9,12.49
Jowhar,2019,9,2.78
Kismaayo,2019,9,17.67
Kurtunwaarey,2019,9,10.67
Laas Caanood,2019,9,19.95
Laasqoray,2019,9,32.87
Lughaye,2019,9,14.22
Luuq,2019,9,4.04
Marka,2019,9,4.28
Owdweyne,2019,9,61.33
Qandala,2019,9,30.59
Qansax Dheere,2019,9,4.77
Qardho,2019,9,9.78
Qoryooley,2019,9,5.85
Rab Dhuure,2019,9,8.34
Saakow,2019,9,11.06
Sablaale,2019,9,13.64
Sheikh,2019,9,88.96
Taleex,2019,9,22.45
Tayeeglow,2019,9,5.45
Waajid,2019,9,9.16
Wanla Weyn,2019,9,3.56
Xarardheere,2019,9,1.13
Xudun,2019,9,37.52
Xudur,2019,9,12.29
Zeylac,2019,9,20.97
Adan Yabaal,2019,10,85.48
Afgooye,2019,10,77.47
Afmadow,2019,10,187
Baardheere,2019,10,235
Badhaadhe,2019,10,110
Baki,2019,10,94.19
Balcad,2019,10,67.22
Banadir,2019,10,27.51
Bandarbeyla,2019,10,23.83
Baraawe,2019,10,42.27
Baydhaba,2019,10,329
Belet Weyne,2019,10,153
Belet Xaawo,2019,10,211
Berbera,2019,10,177
Borama,2019,10,70.44
Bossaso,2019,10,13.06
Bu'aale,2019,10,213
Bulo Burto,2019,10,141
Burco,2019,10,81.26
Burtinle,2019,10,47.35
Buuhoodle,2019,10,100
Buur Hakaba,2019,10,220
Cabudwaaq,2019,10,111
Cadaado,2019,10,60.42
Cadale,2019,10,76.86
Caluula,2019,10,5.72
Caynabo,2019,10,70.51
Ceel Afweyn,2019,10,112
Ceel Barde,2019,10,255
Ceel Buur,2019,10,80.6
Ceel Dheer,2019,10,87.53
Ceel Waaq,2019,10,242
Ceerigaabo,2019,10,38.5
Dhuusamarreeb,2019,10,84.47
Diinsoor,2019,10,215
Doolow,2019,10,177
Eyl,2019,10,39.56
Gaalkacyo,2019,10,62.21
Galdogob,2019,10,75.92
Garbahaarey,2019,10,268
Garoowe,2019,10,38.89
Gebiley,2019,10,69.66
Hargeysa,2019,10,81.55
Hobyo,2019,10,47.78
Iskushuban,2019,10,6.34
Jalalaqsi,2019,10,151
Jamaame,2019,10,22.19
Jariiban,2019,10,31.48
Jilib,2019,10,76.12
Jowhar,2019,10,126
Kismaayo,2019,10,73.59
Kurtunwaarey,2019,10,125
Laas Caanood,2019,10,77.86
Laasqoray,2019,10,13.03
Lughaye,2019,10,87.77
Luuq,2019,10,262
Marka,2019,10,22.17
Owdweyne,2019,10,99.25
Qandala,2019,10,13.35
Qansax Dheere,2019,10,327
Qardho,2019,10,15.69
Qoryooley,2019,10,95.65
Rab Dhuure,2019,10,330
Saakow,2019,10,215
Sablaale,2019,10,168
Sheikh,2019,10,154
Taleex,2019,10,16.46
Tayeeglow,2019,10,180
Waajid,2019,10,338
Wanla Weyn,2019,10,162
Xarardheere,2019,10,36.78
Xudun,2019,10,47.62
Xudur,2019,10,302
Zeylac,2019,10,57.77
Adan Yabaal,2019,11,80.32
Afgooye,2019,11,77.57
Afmadow,2019,11,356
Baardheere,2019,11,249
Badhaadhe,2019,11,270
Baki,2019,11,28.01
Balcad,2019,11,70.09
Banadir,2019,11,51.97
Bandarbeyla,2019,11,28.94
Baraawe,2019,11,55.06
Baydhaba,2019,11,143
Belet Weyne,2019,11,105
Belet Xaawo,2019,11,109
Berbera,2019,11,38.5
Borama,2019,11,22.42
Bossaso,2019,11,7.85
Bu'aale,2019,11,252
Bulo Burto,2019,11,93.51
Burco,2019,11,53.56
Burtinle,2019,11,33.38
Buuhoodle,2019,11,36.84
Buur Hakaba,2019,11,115
Cabudwaaq,2019,11,91.71
Cadaado,2019,11,61.09
Cadale,2019,11,77.51
Caluula,2019,11,37.07
Caynabo,2019,11,48.63
Ceel Afweyn,2019,11,26.83
Ceel Barde,2019,11,67.48
Ceel Buur,2019,11,68.27
Ceel Dheer,2019,11,71.3
Ceel Waaq,2019,11,147
Ceerigaabo,2019,11,8.46
Dhuusamarreeb,2019,11,81.74
Diinsoor,2019,11,208
Doolow,2019,11,121
Eyl,2019,11,44.72
Gaalkacyo,2019,11,51.68
Galdogob,2019,11,59.29
Garbahaarey,2019,11,122
Garoowe,2019,11,25.32
Gebiley,2019,11,25.84
Hargeysa,2019,11,31.15
Hobyo,2019,11,65.77
Iskushuban,2019,11,20.13
Jalalaqsi,2019,11,86.22
Jamaame,2019,11,109
Jariiban,2019,11,55.33
Jilib,2019,11,159
Jowhar,2019,11,80.91
Kismaayo,2019,11,210
Kurtunwaarey,2019,11,83.48
Laas Caanood,2019,11,29.44
Laasqoray,2019,11,5.51
Lughaye,2019,11,30.48
Luuq,2019,11,106
Marka,2019,11,38.77
Owdweyne,2019,11,44.66
Qandala,2019,11,11.29
Qansax Dheere,2019,11,141
Qardho,2019,11,13.32
Qoryooley,2019,11,75
Rab Dhuure,2019,11,58.5
Saakow,2019,11,309
Sablaale,2019,11,142
Sheikh,2019,11,44.75
Taleex,2019,11,13.1
Tayeeglow,2019,11,100
Waajid,2019,11,92.23
Wanla Weyn,2019,11,80.18
Xarardheere,2019,11,72.48
Xudun,2019,11,28.54
Xudur,2019,11,46.57
Zeylac,2019,11,31.52
Adan Yabaal,2019,12,12.37
Afgooye,2019,12,11.94
Afmadow,2019,12,57.77
Baardheere,2019,12,41.63
Badhaadhe,2019,12,65.8
Baki,2019,12,20.63
Balcad,2019,12,9.42
Banadir,2019,12,6.73
Bandarbeyla,2019,12,130
Baraawe,2019,12,10.9
Baydhaba,2019,12,17.77
Belet Weyne,2019,12,8.8
Belet Xaawo,2019,12,35.85
Berbera,2019,12,21.35
Borama,2019,12,12.34
Bossaso,2019,12,28.05
Bu'aale,2019,12,41.1
Bulo Burto,2019,12,10.79
Burco,2019,12,7.11
Burtinle,2019,12,4.43
Buuhoodle,2019,12,16.44
Buur Hakaba,2019,12,12.91
Cabudwaaq,2019,12,3.07
Cadaado,2019,12,1.97
Cadale,2019,12,11.13
Caluula,2019,12,44.97
Caynabo,2019,12,11.83
Ceel Afweyn,2019,12,14.62
Ceel Barde,2019,12,6.17
Ceel Buur,2019,12,10.2
Ceel Dheer,2019,12,9.57
Ceel Waaq,2019,12,46.33
Ceerigaabo,2019,12,7.8
Dhuusamarreeb,2019,12,1.74
Diinsoor,2019,12,21.13
Doolow,2019,12,13.09
Eyl,2019,12,28.18
Gaalkacyo,2019,12,6.98
Galdogob,2019,12,17
Garbahaarey,2019,12,33.66
Garoowe,2019,12,2.23
Gebiley,2019,12,6.87
Hargeysa,2019,12,5.37
Hobyo,2019,12,15.38
Iskushuban,2019,12,34.25
Jalalaqsi,2019,12,6.89
Jamaame,2019,12,28.31
Jariiban,2019,12,11.48
Jilib,2019,12,43.45
Jowhar,2019,12,9.51
Kismaayo,2019,12,80.66
Kurtunwaarey,2019,12,13.68
Laas Caanood,2019,12,8.89
Laasqoray,2019,12,9.48
Lughaye,2019,12,31.16
Luuq,2019,12,16.79
Marka,2019,12,6.39
Owdweyne,2019,12,5.26
Qandala,2019,12,38.9
Qansax Dheere,2019,12,25.63
Qardho,2019,12,11.58
Qoryooley,2019,12,11.52
Rab Dhuure,2019,12,6.81
Saakow,2019,12,34.84
Sablaale,2019,12,30.23
Sheikh,2019,12,23.17
Taleex,2019,12,1.4
Tayeeglow,2019,12,9.36
Waajid,2019,12,12.13
Wanla Weyn,2019,12,9.51
Xarardheere,2019,12,34.46
Xudun,2019,12,6.78
Xudur,2019,12,7.48
Zeylac,2019,12,31.88
Adan Yabaal,2020,1,2.63
Afgooye,2020,1,1.19
Afmadow,2020,1,8.37
Baardheere,2020,1,3.23
Badhaadhe,2020,1,22.05
Baki,2020,1,9.7
Balcad,2020,1,1.3
Banadir,2020,1,0.56
Bandarbeyla,2020,1,1.28
Baraawe,2020,1,0.47
Baydhaba,2020,1,1.11
Belet Weyne,2020,1,0.99
Belet Xaawo,2020,1,1.14
Berbera,2020,1,5.52
Borama,2020,1,6.76
Bossaso,2020,1,0.58
Bu'aale,2020,1,2.08
Bulo Burto,2020,1,2.12
Burco,2020,1,2.1
Burtinle,2020,1,1.25
Buuhoodle,2020,1,0.94
Buur Hakaba,2020,1,1.03
Cabudwaaq,2020,1,1.17
Cadaado,2020,1,2.13
Cadale,2020,1,1.94
Caluula,2020,1,1.09
Caynabo,2020,1,1.86
Ceel Afweyn,2020,1,2.89
Ceel Barde,2020,1,0.75
Ceel Buur,2020,1,3.52
Ceel Dheer,2020,1,4.53
Ceel Waaq,2020,1,1.64
Ceerigaabo,2020,1,2.13
Dhuusamarreeb,2020,1,2.36
Diinsoor,2020,1,1.17
Doolow,2020,1,0.85
Eyl,2020,1,2.36
Gaalkacyo,2020,1,0.51
Galdogob,2020,1,0.28
Garbahaarey,2020,1,1.03
Garoowe,2020,1,1.85
Gebiley,2020,1,2.82
Hargeysa,2020,1,2.88
Hobyo,2020,1,1.04
Iskushuban,2020,1,0.55
Jalalaqsi,2020,1,2.3
Jamaame,2020,1,1.34
Jariiban,2020,1,1.32
Jilib,2020,1,1.54
Jowhar,2020,1,1.73
Kismaayo,2020,1,7.33
Kurtunwaarey,2020,1,0.98
Laas Caanood,2020,1,1
Laasqoray,2020,1,0.37
Lughaye,2020,1,12.72
Luuq,2020,1,0.76
Marka,2020,1,0.88
Owdweyne,2020,1,2.86
Qandala,2020,1,0.57
Qansax Dheere,2020,1,0.97
Qardho,2020,1,0.2
Qoryooley,2020,1,0.88
Rab Dhuure,2020,1,0.43
Saakow,2020,1,2.35
Sablaale,2020,1,1.14
Sheikh,2020,1,4.26
Taleex,2020,1,0.75
Tayeeglow,2020,1,0.68
Waajid,2020,1,0.66
Wanla Weyn,2020,1,1.45
Xarardheere,2020,1,3.32
Xudun,2020,1,1.38
Xudur,2020,1,0.46
Zeylac,2020,1,11.5
Adan Yabaal,2020,2,2.1
Afgooye,2020,2,1.14
Afmadow,2020,2,7.38
Baardheere,2020,2,3.37
Badhaadhe,2020,2,3.96
Baki,2020,2,4.85
Balcad,2020,2,1.76
Banadir,2020,2,1.16
Bandarbeyla,2020,2,0.35
Baraawe,2020,2,0.42
Baydhaba,2020,2,0.96
Belet Weyne,2020,2,0.93
Belet Xaawo,2020,2,1.46
Berbera,2020,2,1.09
Borama,2020,2,6.82
Bossaso,2020,2,0.73
Bu'aale,2020,2,3.18
Bulo Burto,2020,2,1.24
Burco,2020,2,2.59
Burtinle,2020,2,0.69
Buuhoodle,2020,2,1.34
Buur Hakaba,2020,2,1.1
Cabudwaaq,2020,2,2
Cadaado,2020,2,0.84
Cadale,2020,2,1.95
Caluula,2020,2,0.32
Caynabo,2020,2,1.54
Ceel Afweyn,2020,2,1.84
Ceel Barde,2020,2,1.05
Ceel Buur,2020,2,1.67
Ceel Dheer,2020,2,2.48
Ceel Waaq,2020,2,2.27
Ceerigaabo,2020,2,2.27
Dhuusamarreeb,2020,2,1.11
Diinsoor,2020,2,2.35
Doolow,2020,2,1.23
Eyl,2020,2,0.29
Gaalkacyo,2020,2,0.53
Galdogob,2020,2,0.5
Garbahaarey,2020,2,1.32
Garoowe,2020,2,0.46
Gebiley,2020,2,3.93
Hargeysa,2020,2,3.39
Hobyo,2020,2,0.76
Iskushuban,2020,2,0.26
Jalalaqsi,2020,2,1.61
Jamaame,2020,2,2.05
Jariiban,2020,2,0.55
Jilib,2020,2,1.87
Jowhar,2020,2,2.18
Kismaayo,2020,2,2.75
Kurtunwaarey,2020,2,0.71
Laas Caanood,2020,2,0.66
Laasqoray,2020,2,1.12
Lughaye,2020,2,6.83
Luuq,2020,2,0.73
Marka,2020,2,0.44
Owdweyne,2020,2,4.1
Qandala,2020,2,0.77
Qansax Dheere,2020,2,1.86
Qardho,2020,2,0.6
Qoryooley,2020,2,0.57
Rab Dhuure,2020,2,0.77
Saakow,2020,2,5.68
Sablaale,2020,2,0.95
Sheikh,2020,2,4.18
Taleex,2020,2,0.74
Tayeeglow,2020,2,0.65
Waajid,2020,2,0.85
Wanla Weyn,2020,2,1.21
